Got interface enp0s3
Got process 4784
processes: 4784
intfs: enp0s3
innet: 0
outnet: 0
Sec		Netw		enp0s3		CPU		4784
1126		15/222		15/1		0		93
1128		0/222		0/0		0		93
1130		0/222		0/0		0		62
1132		13/223		13/1		0		98
1134		0/223		0/0		0		100
1136		14/224		14/1		0		100
1138		0/224		0/0		0		95
1140		13/225		13/1		0		93
1142		0/225		0/0		0		97
1144		14/226		14/1		0		94
1146		0/226		0/0		0		62
1148		14/227		14/1		0		100
1150		0/227		0/0		0		98
1152		0/227		0/0		0		92
1154		3/227		3/0		0		72
1156		9/227		9/0		0		100
1158		0/227		0/0		0		87
1160		14/228		14/1		0		90
1162		0/228		0/0		0		97
1164		13/229		13/1		0		98
1166		0/229		0/0		0		100
1168		10/229		10/0		0		100
1170		0/229		0/0		0		98
1172		0/229		0/0		0		56
1174		17/230		17/1		0		100
1176		0/230		0/0		0		98
1178		14/231		14/1		0		100
1180		0/231		0/0		0		66
1182		13/232		13/1		0		91
1184		0/232		0/0		0		97
1186		6/232		6/0		0		93
1188		7/232		7/0		0		97
1190		13/233		13/1		0		96
1192		0/233		0/0		0		96
1194		2/233		2/0		0		63
1196		12/234		12/1		0		100
1198		0/234		0/0		0		75
1200		13/235		13/1		0		94
1202		0/235		0/0		0		100
1204		13/236		13/1		0		94
1206		0/236		0/0		0		94
1208		12/237		12/1		0		93
1210		2/237		2/0		0		97
1212		0/237		0/0		0		100
1214		13/238		13/1		0		94
1216		0/238		0/0		0		96
1218		13/239		13/1		0		100
1220		0/239		0/0		0		100
1222		13/240		13/1		0		97
1224		0/240		0/0		0		97
1226		0/240		0/0		0		77
1228		9/241		9/1		0		97
1230		0/241		0/0		0		98
1232		18/242		18/1		0		96
1234		0/242		0/0		0		100
1236		13/243		13/1		0		95
